DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE
BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,CO-BISOPROLOL BEKER,COMP PELL,"5MG/6,25MG",B/30,LISTE I
BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,CO BIPROTENS,COMPRIME PELLICULE ,"10MG/6,25MG",B/30,Liste I
BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,CO-BISOPROLOL BEKER,COMP PELL,"10MG/6,25MG",B/30,LISTE I
METOPROLOL SUCCINATE EXPRIME EN METOPROLOL,METOPRESS,GLES. LP.,100MG,B/30,Liste I
NEBIVOLOL CHLORHYDRATE (NEBIVOLOL),NEBCAR,COMPRIME SECABLE ,"2,5 MG",B/30,LISTE I
DIGOXINE,DIGOXINE CPCM,COMPRIME,"0,25MG",B/30,Liste I
DIGOXINE,NAGOXIN,COMPRIME SECABLE ,"0,25MG",B/30,LISTE I
DIGOXINE,XINECOR,SOL. BUV.,"0,05MG/ML",FL./50ML + PIPETTE GRADUEE,Liste I
LEVOSIMENDAN,SIMDAX,CONCENTRE P/SOL P/PERF I.V,"2,5MG/ML",B/01 FL DE 5ML,Liste I
MILRINONE,MILRINONE STRAGEN,SOLUTION A DILUER POUR PERFUSION ,10MG/10 ML ,B/10 AMP DE 10 ML ,LISTE I
ACETAZOLAMIDE,LYNOX,COMPRIME,250MG,B/20,Liste II
FUROSEMIDE,FUROLIX ,SOL INJ IV/IM,20MG/2ML,B/05 AMP. DE 2ML,LISTE II 
FUROSEMIDE,FUROSEMIDE GEO,SIOLUTION INJECTABLE,20MG/2ML,B/05 AMP+B/50 AMP,LISTE I 
FUROSEMIDE,FUROSILIX,SOL INJ IV lente OU IM ,20MG/2ML,1- B/5 AMPOULES DE 2ML                                2- B/50 AMPOULES DE 2ML,Liste I
FUROSEMIDE,FUROZA,SOL.INJ.,20MG/2ML,B/50 AMP,LISTE II
FUROSEMIDE,FUROZAL,SOL INJ,20MG/2ML,B/50,Liste II
FUROSEMIDE,RAZOLIX,SOL. INJ. IV./IM.,20MG/2ML,B/05 AMP. DE 2ML ; B/50 AMP. DE 2ML,Liste II
FUROSEMIDE,FUROZAL,Comprimé  sécable,40MG,B/20,LISTE II
FUROSEMIDE,MEFDOL GS,COMP SEC,40MG,B/20,LISTE II
FUROSEMIDE ,FUROSEMIDE HUP,COMPRIME SECABLE ,40MG,B/20,Liste II
FUROSEMIDE,FUROSAN,COMPRIME SECABLE ,500MG,B/20,Liste II
AMILORIDE CHLORHYDRATE/HYDROCHLOROTHIAZIDE,AMURETIC,COMPRIME SECABLE ,5MG/50MG,B/30,Liste I
SPIRONOLACTONE MICRONISEE,ALDACTONE,COMP.PELLI.SEC.,75MG,B/30,Liste II
SPIRONOLACTONE MICRONISEE,SPIRONOLONE,COMPRIME PELLICULE SECABLR,75MG,B/30,LISTE I 
SPIRONOLACTONE/ALTIZIDE,ALDACTAZINE,COMP.PELLI.SEC.,25MG/15MG,B/30,Liste II
SPIRONOLACTONE/ALTIZIDE,SPIROZIDE,COMP. PELLI. SEC.,25MG/15MG,B/30,Liste II
INDAPAMIDE,ADEX LP,COMP. PELLI. LP,"1,5MG",B/30,Liste II
INDAPAMIDE,FLUMIDE   LP,Comprimé pelliculé à libération prolongée,"1,5MG",B/30,LISTE II
INDAPAMIDE,INDAPAMIDE BEKER,COMP. PELLI. LP,"1,5MG ",B/30 ET B/90,Liste II
INDAPAMIDE ,FLUDEX LP,COMP. PELLI. LP,"1,5MG",B/30,Liste II
EPLERENONE,ELERAX,COMP.,25MG,B/30,LISTE I
EPLERENONE,ELERAX,COMP.PELLI.,50MG,B/30,LISTE I
NAFTIDROFURYL ,PRAXILENE,GLES.,100MG,B/20,Liste II
NAFTIDROFURYL HYDROGENO-OXALATE,NAFTILENE,GELLULE ,100MG ,B/30 ET B/90,LISTE II
NAFTIDROFURYL HYDROGENO-OXALATE,NAFRONYL LP,COMP. PELL. LP,200MG,B/20,LISTE II
NAFTIDROFURYL HYDROGENO-OXALATE,NAFTILENE,COMPRIME PELLICULE,200 MG ,BOITE DE 20,Liste II
NAFTIDROFURYL HYDROGENO-OXALATE,NAFTIRETARD LP,CP PELL. LP,200MG,B/20,Liste II
PENTOXIFYLLINE ,PENTORENTAL,COMP. PELLI. LP,400MG,B/20,Liste I
TICLOPIDINE   (SOUS FORME DE CHLORHYDRATE)**,TICLID,COMPRIME PELLICULE ,250MG,B/20,Liste I
TRIMETAZIDINE DICHLORHYDRATE,TRIMETAZIDINE B,COMPRIME PELLICULE,20MG,B/60,LISTE I 
TRIMETAZIDINE DICHLORHYDRATE,VASTADINE,COMP.PELLI.,20MG,B/60,LISTE I
CLOPIDOGREL HYDROGENE EXPRIME EN CLOPIDOGREL,CLOPIDOGREL NOVAGENERICS,MICROGRANULES EN GLES ,75MG ,PILULIER/30,Liste I
CLOPIDOGREL HYDROGENOSULFATE EXPRIME EN CLOPIDOGREL,CLODIPRAL,COMPRIME PELLICULE ,75MG,B/30,Liste I
CLOPIDOGREL HYDROGENOSULFATE EXPRIME EN CLOPIDOGREL,CLOPIDOGREL LDM,COMPRIME PELLICULE ,75MG,B/30,Liste I
CLOPIDOGREL HYDROGENOSULFATE EXPRIME EN CLOPIDOGREL,DAZIL,COMPRIME PELLICULE ,75MG, B/30,Liste I
TRIMETAZIDINE DICHLORHYDRATE,VASTAREL,COMP. PELLI. LM,35MG,B/60,Liste II
CLOPIDOGREL HYDROGENOSULFATE EXPRIME EN CLOPIDOGREL,PLAVIX,COMPRIME PELLICULE ,300 MG ,B/30,LISTE I
DIO ,DIOSMINE,COMPRIME,300MG,B/30,
DIOSMINE,LAMOVEN,COMPRIME,300MG,B/20,
DIO,DIOSMINE,COMPRIME,600MG,B/30,
DIOSMINE,DIOSMINE MYLAN,COMPRIME,600MG,B/30,
DIOSMINE,DIOSMINE NS,COMP. PELL.,600MG,B/30,
HYDROSMINE,VENOSMIL,GLES,200MG,B/60,Liste I
FRACTION FLAVONOÏQUE PURIFIEE MICRONISEE  CORRESPONDANT À: DIOSMINE 90% ET FLAVONOÏDES EXPRIMES EN HESPERIDINE 10% ,FLAVON,Comprimé pelliculé,500MG (450MG EN DIOSMINE ET 50MG EN FLAVONOIDES EXPRIMES EN HESPERIDINE),B/15  ET  B/30 ,LISTE I
FRACTION FLAVONOIQUE PURIFIEE MICRONISEE (SOIT EN DIOSMINE ET FLAVONOIDES EXPRIMES EN  HESPERIDINE),DAFLON,COMP. ENRO.,500MG (450MG EN DIOSMINE ET 50MG EN FLAVONOIDES EXPRIMES EN HESPERIDINE),B/15  ET  B/30 ,Liste I
"GINKGO BILOBA,EXTRAIT STANDARTISE TITRE A 24% D'HETEROSIDES DE GINKGO ET DE 6% DE GINKGOLIDES-BILOBALIDE/HEPTAMINOL (SOUS FORME DE CHLORHYDRATE)**/TROXERUTINE",GINKOR FORT,GLES.,"0,014G/0,3G**/0,3G",B/30,LISTE I
FENOFIBRATE,LIPOFIBRATE,GLES.,200MG,B/30,Liste II
FENOFIBRATE (MICRONISE),FENOFIBRATE HUP,GLES.,200MG,B/30,Liste II
FENOFIBRATE MICRONISE,LIPOCARD ,GLES.,200MG,B/30,Liste II
SIMVASTATINE,KOLESTINE 20,COMPRIME PELLICULE ,20MG,B/30,Liste I
SIMVASTATINE,SIMVASTATINE BIOCARE,GLES.A  µGRLES.,20MG,B/28,Liste I
SIMVASTATINE,SIMVASTATINE LDM,COMP. PELLI. SEC.,20MG,B/30,Liste I
SIMVASTATINE,SIVACOR,COMPRIME PELLICULE ,20MG,B/10 ET B/30,Liste I
SIMVASTATINE,SOCOB,COMP. PELLI. SEC.,20MG,B/30 ET B/90,LISTE I
FLUVASTATINE SODIQUE,FLUVASTATINE LDM,GLES.,40MG,B/30,Liste I
FLUVASTATINE SODIQUE EXPRIME EN FLUVASTATINE,COLESTOR,Gélule,40MG,B/30,LISTE I
FLUVASTATINE SODIQUE EXPRIME EN FLUVASTATINE,LUVASCOL,Gélule,40MG,B/30,LISTE I
VALSARTAN,TABUVAN,COMPRIME ,160MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE (ATORVASTATINE),NOVATHOR,COMPRIME PELLICULE ,10MG,PILULIER/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE (ATORVASTATINE),TORVAST,COMPRIME,10MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TULIP,COMP OPELL,10MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATEE (ATORVASTATINE),ATOR 10MG,COMP.PELLI.,10MG,B/28 ,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATEE (ATORVASTATINE),VASKOL 10,COMP.PELLI.,10MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,AROVAN,COMPRIME PELLICULE ,10MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,ATORVASTATINE IVAL,COMPRIME PELLICULE ,10MG,B/28,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,ATORVASTATINE LDM ,COMPRIME PELLICULE ,10MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,ATORVASTATINE MM,COMPRIME PELLICULE , 10MG ,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,LIPICARE,COMPRIME PELLICULE ,10MG,B/28 ET B/30 ET B/90,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,LIPODAR 10,COMPRIME PELLICULE ,10MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,LIPONIL,COMPRIME PELLICULE ,10MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,LIPOSTATINE,COMPRIME PELLICULE ,10MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,LIPOVAST 10,COMPRIME PELLICULE ,10MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,TARDEN,COMPRIME PELLICULE ,10MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,TEOLAR,COMPRIME PELLICULE ,10MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,TORVASTATINE,COMPRIME PELLICULE ,10MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIMEE EN ATORVASTATINE ,LORVAST,COMPRIME PELLICULE,10 MG,BOITE DE 30,Liste I
ATORVASTATINE SOUS FORME ATORVASTATINE CALCIQUE TRIHYDRATE,AVANTIR,COMPRIME PELLICULE,20 MG ,BOITE DE 30,Liste I
ATROVASTATINE CALCIQUE TRIHYDRATE,ATORIN,COMPRIME PELLICULE ,20MG,B/30+B/90,LISTE I 
SIMVASTATINE,KOLESTINE,COMPRIME PELLICULE ,40MG,B/30,Liste I
SIMVASTATINE,SIMVASTATINE LDM,COMP. PELLI. SEC.,40MG,B/30,Liste I
SIMVASTATINE,SOCOB,COMP. PELLI. SEC.,40MG,B/30ET B/90,LISTE I
FENOFIBRATE,LIPANTHYL,COMP. PELLI.  LM,160MG,B/30,Liste II
FENOFIBRATE ,FENATE,MICROGRANULES EN GLES ,160MG,B/30,Liste I
FENOFIBRATE ,FENOFIBRATE MM,COMPRIME PELLICULE ,160MG,B/30,Liste II
FENOFIBRATE ,FENOFIBRATE PHYSIOPHARM,Comprimé pelliculé,160MG,B/30,LISTE II
ATORVASTATINE,VASTINE,COMP. PELL.,20MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,AROVAN,COMPRIME PELLICULE ,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,ATOR 20MG,COMPRIME PELLICULE ,20MG,B/28,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,ATORIN 20MG,COMPRIME PELLICULE ,20MG,B/30 ET B/90,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,ATORVASTATINE IVAL,COMPRIME PELLICULE ,20MG,B/28,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,ATORVASTATINE LDM,COMPRIME PELLICULE ,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,LIPICARE,COMPRIME PELLICULE ,20MG,B/28 ET B/30 ET B/90,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,LIPODAR 20,COMPRIME PELLICULE ,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,LIPONIL 20,COMPRIME PELLICULE ,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,LIPOSTATINE,COMPRIME PELLICULE ,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,LIPOVAST 20,COMPRIME PELLICULE ,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,NOVATHOR,COMPRIME PELLICULE ,20MG,PILULIER/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TAHOR,COMPRIME PELLICULE ,20MG,B/28,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TARDEN,COMP. PELLI. SEC.,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TEOLAR,COMPRIME PELLICULE ,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TORVASTATINE,COMPRIME PELLICULE ,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TULIP,COMP OPELL,20MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,VASKOL 20,COMPRIME PELLICULE ,20MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIMEE EN ATORVASTATINE ,LORVAST,COMPRIME PELLICULE,20 MG,BOITE DE 30,LISTE I
ATORVASTATINE SOUS FORME ATORVASTATINE CALCIQUE TRIHYDRATE,AVANTIR,COMPRIME PELLICULE,10MG,BOITE DE 30,Liste I
ATORVASTATINE,VASTINE,COMP. PELL.,40MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE (ATORVASTATINE),ATOR ,COMPRIME PELLICULE ,40MG,BOITE/28,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,AROVAN,COMPRIME PELLICULE ,40MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,ATORVASTATINE IVAL,COMPRIME PELLICULE ,40MG ,B/28,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,ATORVASTATINE LDM,COMPRIME PELLICULE ,40MG ,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,LIPICARE,COMPRIME PELLICULE ,40MG,B/28 ET B/30 ET B/90,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,LIPONIL 40,COMPRIME PELLICULE ,40MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,LIPOVAST ,COMPRIME PELLICULE ,40MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,NOVATHOR,COMPRIME PELLICULE ,40MG ,PILULIER/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TAHOR,COMPRIME PELLICULE ,40MG,B/28,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TARDEN,COMP.PELLI.SEC.,40MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TEOLAR,COMPRIME PELLICULE ,40MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TORVAST,COMPRIME PELLICULE ,40MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TORVASTATINE,COMPRIME PELLICULE ,40MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TULIP,COMP OPELL,40MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIMEE EN ATORVASTATINE ,LORVAST,COMPRIME PELLICULE,40 MG,BOITE DE 30,Liste I
ATROVASTATINE CALCIQUE TRIHYDRATE,ATORIN,COMPRIME PELLICULE ,40MG,,LISTE I 
ATORVASTATINE,TRACTOCILE,COMP. PELL.,80MG,B/30,LISTE I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,AROVAN,COMPRIME PELLICULE ,80MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,ATOR,COMPRIME PELLICULE ,80MG,B/28,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,ATORVASTATINE LDM,COMPRIME PELLICULE ,80MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,LIPICARE,COMPRIME PELLICULE ,80MG,B/28 ET B/30 ET B/90,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,NOVATHOR,COMPRIME PELLICULE ,80MG ,PILULIER/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TEOLAR,COMPRIME PELLICULE ,80MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TORVAST,COMPRIME PELLICULE ,80MG,PILULIER/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,TORVASTATINE,COMPRIME PELLICULE ,80MG,B/30,Liste I
ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIMEE EN ATORVASTATINE ,LORVAST,COMPRIME PELLICULE,80 MG,BOITE DE 30,Liste I
ATROVASTATINE CALCIQUE TRIHYDRATE,ATORIN,COMPRIME PELLICULE ,80MG,,LISTE I 
FLUVASTATINE SODIQUE,LUVASCOL,COMP PELL LP,80MG,B/28,LISTE I
FLUVASTATINE SODIQUE (FLUVASTATINE),COLESTOR LP,COMPRIME PELLICULE A LIBERATION PROLONGEE ,80MG,B/30,LISTE I 
FLUVASTATINE SODIQUE EXPRIME EN FLUVASTATINE,CORED XL,COMP. PELLI. LP,80MG,B/30,Liste I
FLUVASTATINE SODIQUE EXPRIME EN FLUVASTATINE,FLUVACOL LP,COMP. PELLI. LP,80MG,B/30,Liste I
FLUVASTATINE SODIQUE EXPRIME EN FLUVASTATINE,FLUVASTAN,COMP. PELLI. LP,80MG,B/30,Liste I
FLUVASTATINE SODIQUE EXPRIME EN FLUVASTATINE,FLUVASTATINE LDM,COMPRIME PELLICULE ,80MG,B/30,Liste I
FLUVASTATINE SODIUM EXPRIME EN FLUVASTATINE,FLUVASTATINE NOVAGENERICS,COMP PELL A LIBERATION PROLONGEE,80MG,B/30,LISTE I
 ROSUVASTATINE CALCIQUE (ROSUVASTATINE),ROSUVASTOR,COMPRIME PELLICULE ,10MG,B/30,LISTE I
ROSOVASTATINE,CRESTOR,COMPRIME PELLICULE ,10MG,B/30,LISTE I
ROSUVASTATINE CALCIQUE (ROSUVASTATINE),CRESOVAST,COMPRIME PELLICULE ,10MG,B/30,LISTE I
ROSUVASTATINE CALCIQUE (ROSUVASTATINE),ROSUSTINE,COMPRIME PELLICULE ,10MG,B/30,LISTE I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,CRESTATINE,COMPRIME PELLICULE ,10MG,B/30,Liste I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,ROSUTAB ,Comprimé pelliculé,10MG,B/30,LISTE I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,ROZITTA,Comprimé pelliculé,10MG,B/30,LISTE I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,RUVAST,COMPRIME PELLICULE ,10MG,B/30,Liste I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,SUPERSTAT,COMPRIME PELLICULE ,10MG,B/30 ET B/90,Liste I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,VASTAT,COMP PELL,10MG,B/30,LISTE I 
ROSUVASTATINE SOUS FORME DE ROSUVASTATINE CALCIQUE,ESTOR,COMPRIME PELLICULE,10 MG,BOITE DE 30,LISTE I
ROSUVASTATINE SOUS FORME DE ROSUVASTATINE CALCIQUE,ESTOR,COMPRIME PELLICULE,10 MG,BOITE DE 30,Liste I
ROSUVASTATINE SOUS FORME DE ROSUVASTATINE CALCIQUE,ROSUVIA 10,COMPRIME  PELLICULE,10 MG,BOITE DE 30,LISTE I
 ROSUVASTATINE CALCIQUE (ROSUVASTATINE),ROSUVASTOR,COMPRIME PELLICULE ,20MG,B/30,LISTE I
ROSUVASTATINE CALCIQUE (ROSUVASTATINE),CRESTOR,COMPRIME PELLICULE ,20 MG,B/30,LISTE I
ROSUVASTATINE CALCIQUE (ROSUVASTATINE),ROSUSTINE,COMPRIME PELLICULE ,20MG,B/30 ,LISTE I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,CRESOVAST,COMPRIME PELLICULE,20MG,B/30,LISTE I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,CRESTAT,COMPRIME PELLICULE ,20MG,B/30,Liste I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,CRESTATINE,COMPRIME PELLICULE ,20MG,B/30,Liste I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,ROSUTAB ,Comprimé pelliculé,20MG,B/30 ,LISTE I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,RUVAST,COMPRIME PELLICULE ,20MG,B/30,Liste I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,SUPERSTAT,COMPRIME PELLICULE ,20MG,B/30 ET B/90,Liste I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,VASTAT,COMP PELL,20MG,B/30,LISTE I 
ROSUVASTATINE SOUS FORME DE ROSUVASTATINE CALCIQUE,ROSUVIA 20,COMPRIME  PELLICULE,20MG,BOITE DE 30,LISTE I
ROSUVASTATINE SOUS FORME DE ROSUVASTATINE CALCIQUE,ESTOR,COMPRIME PELLICULE,20 MG,BOITE DE 30,LISTE I
AMLODIPINE BESILATE (AMLODIPINE)/ATROVASTATINE CALCIQUE TRIHYDRATEE (ATROVASTATINE) ,TORVAPINE,COMPRIME PELLICULE ,5MG/10MG,B/30,LISTE I 
 ROSUVASTATINE CALCIQUE (ROSUVASTATINE),ROSUVASTOR,COMPRIME PELLICULE ,5MG,B/30,LISTE I
ROSOVASTATINE,CRESTOR,COMPRIME PELLICULE ,5MG,B/30,LISTE I
ROSUBASTATINE,RUVAST,COMPRIME PELLICULE,5MG,BOITE DE 30,LISTE I 
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,CRESTADIS,COMPRIME PELLICULE ,5MG,B/28,Liste I
ROSUVASTATINE CALCIQUE EXPRIME EN ROSUVASTATINE,SUPERSTAT,COMP PELL,5MG,B/30,LISTE I
ROSUVASTATINE CALCIUM,CRESOVAST,COMPRIME PELLICULE ,5MG,B/30,LISTE I
ROSUVASTATINE SOUS FORME DE ROSUVASTATINE CALCIQUE,ESTOR,COMPRIME PELLICULE,5 MG,BOITE DE 30,LISTE I
ROSUVASTATINE SOUS FORME DE ROSUVASTATINE CALCIQUE,ROSUVIA 5,COMPRIME  PELLICULE,5 MG,BOITE DE 30,LISTE I
AMLODIPINE BESILATE (AMLODIPINE)/ATROVASTATINE CALCIQUE TRIHYDRATEE (ATROVASTATINE) ,TORVAPINE,COMPRIME PELLICULE ,10MG/10MG,B/30,LISTE I 
EZETIMIBE,EZETROL,COMPRIME,10MG,B/30,Liste I
EZETINIBE,METAZID,COMPRIME,10MG,B/30,Liste I
EZETIMIBE/SIMVASTATINE,INEGY,COMPRIME,10MG/20MG,B/30,Liste I
EZETIMIBE/SIMVASTATINE,INEGY,COMPRIME,10MG/40MG,B/30,Liste I
ROSUVASTATINE CALCIUM,CRESOVAST,COMPRIME PELLICULE ,40MG,B/30,LISTE I
ROSUVASTATINR ,RUVAST,COMPRIME PELLICULE ,40MG,BOITE DE 30,LISTE I
BOSENTAN MONOHYDRATE EXPRIME EN BOSENTAN,BOSENTAS,COMPRIME PELLICULE ,"62,5MG",B/20,Liste I
BOSENTAN MONOHYDRATE EXPRIME EN BOSENTAN,PMS-BOSENTAN,COMPRIME,"62,5MG",B/60,Liste I
BOSENTAN MONOHYDRTAE EXPRIME EN BOSENTAN,ERATAN,COMPRIME PELLICULE ,"62,5MG",B/60,Liste I
BOSENTAN MONOHYDRTAE EXPRIME EN BOSENTAN,TRACLEER,COMPRIME PELLICULE ,"62,5MG",B/56,Liste I
BOSENTAN MONOHYDRATE,TRACARE,COMP PELL,125MG,B/56,LISTE I
BOSENTAN MONOHYDRATE EXPRIME EN BOSENTAN,BOSENTAS,COMPRIME PELLICULE ,125MG,B/20,Liste I
BOSENTAN MONOHYDRATE EXPRIME EN BOSENTAN,PMS-BOSENTAN,COMPRIME,125MG,B/60,Liste I
BOSENTAN MONOHYDRTAE EXPRIME EN BOSENTAN,ERATAN,COMPRIME PELLICULE ,125MG,B/60,Liste I
BOSENTAN MONOHYDRTAE EXPRIME EN BOSENTAN,TRACLEER,COMPRIME PELLICULE ,125MG,B/56,Liste I
ILOPROST TROMETANOL EXPRIME EN ILOPROST,VENTAVIS,SOLUTION POUR INHALATION PAR NEBULISEUR,10 UG/ML,B/30 AMP DE 2ML,Liste I
PROPRANOLOL CHLORHYDRATE,EVOPRANOL,COMP.SEC.,40 MG,B/30,LISTE I
OXYDE DE ZINC/HUILE DE FOIE DE MORUE,HFM,POMMADE DERMIQUE ,27G/20G/100G,TUBE/40G,
OXYDE DE ZINC/HUILE DE FOIE DE POISSON,DOUCE +,POMMADE,27G/20G/100G,T/40G,LISTE I 
OXYDE DE ZINC,CALMOZINC,PDE,0.46,T/30G,
OXYDE DE ZINC,OXYPLASTINE,PDE,46% (46 G),T/65G,
DEXPANTHENOL,APAISA BEBE,POMMADE,0.05,TUBE/30G,
OXYDE DE ZINC,OXYZINC 10%,PMDE,0.1,TUBE DE 40G,LISTE I
PEROXYDE DE BENZOYLE,CUTACNYL,GEL.DERM.,0.05,T/40G,Liste II
